IDSURVEY CID z MU MUERR
5 2009D 0.02453 35.11080 0.10910
64 2006et 0.02198 34.87650 0.17490
15 310188 0.31901 41.26660 0.09420
57 2001bf 0.01581 34.09640 0.16310
4 03D4au 0.46643 42.43770 0.26150
57 2002cs 0.01590 34.11960 0.18780
1 18485 0.27832 40.69480 0.12590
10 1296657 0.14638 39.32000 0.13090
1 20376 0.20840 39.76670 0.18900
15 560033 0.07895 37.72540 0.19610
57 1998dm 0.00631 32.94450 0.37540
4 04D4fx 0.62725 42.69380 0.16760
15 180561 0.22865 40.27160 0.20710
18 ASASSN-16hh 0.02978 35.59070 0.12890
15 370367 0.47163 42.04460 0.14060
4 05D2my 0.98324 43.92890 0.15990
10 1338278 0.56437 42.51880 0.20510
4 05D1dn 0.56481 42.59070 0.13540
150 PS15bzz 0.07931 37.64900 0.10100
15 100090 0.17297 39.84860 0.17060
10 1341370 0.40895 41.83210 0.15700
1 17218 0.17713 39.61020 0.12230
15 120400 0.35149 41.45630 0.09590
62 1999ac 0.01017 33.07950 0.23530
65 2008hs 0.02008 34.85010 0.14010
64 2006az 0.03203 35.61030 0.10180
57 2002ha 0.01266 33.80810 0.16340
64 2007F 0.02417 35.19760 0.12540
1 21033 0.22800 40.19710 0.15190
51 2007fb 0.01733 34.50860 0.15110
18 2017erp 0.00676 32.29720 0.29920
1 15229 0.22271 40.25970 0.14770
1 12927 0.18906 39.53430 0.10650
51 2008go 0.06137 37.06370 0.13530
4 04D4ic 0.68519 43.12390 0.25180
57 2006en 0.03162 35.74840 0.13250
1 5966 0.30834 41.01100 0.19030
10 1335564 0.60626 42.73530 0.18750
10 1319366 0.23494 40.28730 0.11620
150 SN2016ixf 0.06711 37.53840 0.13400
18 2018gv 0.00613 32.04520 0.30690
15 390471 0.37062 41.19350 0.09230
1 20048 0.18402 39.87790 0.15560
1 5103 0.16077 39.31520 0.15250
15 350606 0.34448 41.41700 0.20420
4 06D3et 0.57668 42.53800 0.11790
15 470110 0.34545 41.32170 0.15770
1 12860 0.12058 38.88030 0.17060
1 19353 0.15341 39.34300 0.12960
100 Manipogo 0.85482 43.74000 0.21020
63 2002dj 0.00937 32.96100 0.23080
150 PTSS-16efw 0.03568 36.31360 0.12890
63 2001ah 0.05886 37.09060 0.15080
50 1994DRichmond 0.00299 30.89720 0.61400
4 04D1oh 0.58879 42.60630 0.15270
57 2002eu 0.03790 36.16790 0.10920
10 1334087 0.26640 40.41300 0.18020
10 1304127 0.72866 43.13840 0.19210
65 2009ds 0.02019 34.81680 0.13150
150 MASTEROTJ08 0.03118 35.78710 0.11640
57 2006ef 0.01734 34.47470 0.14720
150 ATLAS16cpu 0.01865 34.70040 0.16130
64 2006cj 0.06865 37.76820 0.11180
64 2005ki 0.02035 34.68950 0.12810
1 12950 0.08167 37.81470 0.15340
10 1338471 0.53124 42.64380 0.28240
100 Vilas 0.93585 43.65200 0.16530
10 1293319 0.29695 40.90030 0.13310
51 2016coj 0.00570 32.02440 0.32790
15 310051 0.27057 40.63330 0.14480
63 2003it 0.02523 35.18020 0.14040
15 120085 0.32206 40.85220 0.13640
10 1282736 0.37805 41.48860 0.14610
4 04D3lp 0.98383 44.10730 0.24750
4 05D3mq 0.24660 40.51440 0.09980
57 2002fk 0.00719 32.57680 0.26640
64 2005eu 0.03516 35.89650 0.11440
10 1328066 0.44886 42.01120 0.14520
15 430003 0.32851 41.02100 0.20880
15 530219 0.32848 41.47650 0.17760
150 SN2017cii 0.03289 35.94830 0.11810
1 1253 0.26175 40.46740 0.16050
15 120086 0.39255 41.58670 0.16540
50 1992bp 0.07858 37.52460 0.15370
51 2008gl 0.03266 35.74530 0.11550
50 2017cbv_wee 0.00331 30.55400 0.55400
5 2006gt 0.04464 36.60650 0.18100
4 05D2by 0.89314 43.79970 0.19520
56 iPTF14bdn 0.01603 34.21920 0.18700
1 15201 0.20748 40.34710 0.23480
1 2165 0.28675 41.00700 0.15560
56 2011hb 0.02820 35.39040 0.19840
150 AT2017po 0.03255 35.70000 0.13360
1 17825 0.16016 39.41190 0.14690
51 2008gp 0.03353 35.82270 0.11030
1 3080 0.17331 39.48540 0.09290
15 000220 0.21972 40.18770 0.08460
150 PS16evk 0.05262 37.01990 0.14390
57 2000fa 0.02240 34.86280 0.19460
65 2007is 0.02866 35.46050 0.13050
4 05D3hh 0.76674 43.47600 0.18330
51 2010ao 0.02383 35.05500 0.13210
1 1241 0.08870 37.88060 0.17390
1 3087 0.16448 39.36080 0.14570
4 05D2hc 0.35149 41.59840 0.12320
10 1336687 0.23391 40.32460 0.17170
4 03D1au 0.50316 42.24950 0.16010
15 330106 0.53099 41.99540 0.16500
4 06D4bw 0.73014 43.02890 0.21560
5 2007le 0.00630 32.20290 0.36670
5 2007bd 0.03120 35.68740 0.10010
5 2008gp 0.03353 35.75670 0.09720
5 2007ux 0.03264 35.98240 0.12800
1 15356 0.27351 40.53940 0.15400
10 1324542 0.54152 42.64880 0.16870
5 2004gs 0.02857 35.70380 0.15330
64 2007ae 0.06533 37.19680 0.10570
1 3592 0.08572 37.94480 0.08840
5 2013aa 0.00331 30.61990 0.55460
1 18650 0.11259 38.71450 0.11420
150 PS15asb 0.04989 36.58570 0.12460
10 1289656 0.53942 42.45800 0.16620
4 04D3fq 0.74276 43.19420 0.22080
10 1341894 0.31303 41.12980 0.11960
1 9457 0.25683 40.56920 0.17920
15 160200 0.42360 41.96340 0.28590
4 03D3aw 0.44964 42.10640 0.13060
10 1306360 0.45477 42.00830 0.19470
10 1329312 0.34487 41.35670 0.11570
57 2005am 0.00889 32.47960 0.22840
1 17464 0.24569 40.03470 0.20460
57 2001eh 0.03725 36.10550 0.09790
64 2006gr 0.03428 36.03790 0.14260
10 1329196 0.76932 43.33180 0.12280
57 2006cp 0.02239 34.97270 0.14190
57 2008ei 0.03702 36.16980 0.22650
15 130862 0.33298 41.45390 0.13960
4 04D3nh 0.34061 41.29550 0.12930
1 15132 0.15318 39.32230 0.08660
15 370498 0.26094 40.73930 0.08980
1 19992 0.22466 40.47630 0.14250
150 PS16ccn 0.02457 35.29230 0.12670
150 AT2017cfb 0.02266 34.96400 0.13580
57 2000cu 0.01866 34.71000 0.18610
50 2001ba 0.03107 35.76790 0.13120
15 470041 0.33189 41.13800 0.09900
10 1342255 0.21899 40.14980 0.08780
4 04D1pg 0.51387 42.35690 0.23660
150 AT2017wb 0.03117 35.65930 0.18580
1 20040 0.28665 40.71410 0.15820
4 04D2kr 0.74607 43.08760 0.17310
1 13796 0.14747 39.06730 0.12270
1 15219 0.24650 40.46360 0.12020
4 05D3hs 0.66470 42.98680 0.15540
15 000202 0.61983 42.87870 0.10490
57 2008dr 0.04014 36.38930 0.10040
4 04D2al 0.83808 43.37940 0.27070
5 2005ki 0.02035 34.67430 0.12060
51 2009fv 0.03052 35.51940 0.17550
10 1253039 0.45346 42.00940 0.09870
50 1992P 0.02736 35.42710 0.14820
5 2008bz 0.06099 37.27640 0.08370
150 AT2016fbk 0.03576 36.27680 0.15320
51 2014ai 0.02302 35.13550 0.17980
15 010010 0.09950 38.56170 0.13420
10 1290127 0.45218 42.12490 0.15980
57 2005M 0.02598 35.40160 0.12180
50 2019ein 0.00883 32.98340 0.22640
15 110426 0.54097 42.38020 0.16690
1 17220 0.17786 39.40470 0.17400
4 05D1iz 0.85858 43.84260 0.21970
150 Gaia16aki 0.07393 37.66520 0.12270
65 2009Y 0.00996 33.00240 0.21800
57 2008Z 0.02118 35.23160 0.20520
64 2007ci 0.02319 34.54300 0.13260
10 1289664 0.25919 40.41570 0.10740
1 16093 0.33450 41.18070 0.17250
50 2002er 0.00906 32.82910 0.28260
1 17389 0.16971 39.74980 0.20310
4 04D3nc 0.81779 43.62170 0.18060
50 2007gi 0.00587 31.85760 0.34050
15 350180 0.28949 41.10080 0.15610
150 ASASSN-16cs 0.01905 34.51470 0.19230
64 2005cf 0.00727 32.41730 0.27440
1 18807 0.17639 39.80750 0.10840
10 1334084 0.13366 38.97780 0.17450
10 1253920 0.19553 39.83760 0.10100
4 06D2cc 0.53372 42.26360 0.21420
5 2006lu 0.05346 36.95430 0.08980
150 2016W 0.01995 34.48000 0.19430
10 1306141 0.33237 41.10390 0.10520
66 2009na 0.02202 34.86270 0.13480
1 13894 0.11988 38.86360 0.23470
15 470232 0.20083 40.10720 0.13200
50 1981B 0.00317 30.91160 0.58740
50 2008fv_comb 0.01091 33.29700 0.25710
1 12971 0.23395 40.23420 0.15100
15 000034 0.25330 40.49470 0.10700
15 170078 0.32096 41.35700 0.14210
1 18466 0.21239 40.11780 0.13450
1 12928 0.13875 39.09210 0.12580
10 1294743 0.31267 41.17130 0.17400
64 2006on 0.07089 37.53940 0.15260
63 2004as 0.03296 36.00710 0.14980
4 03D4cz 0.69318 43.02300 0.22000
15 110460 0.19953 39.96460 0.17770
4 05D3cq 0.89079 43.46860 0.16590
1 6192 0.27103 40.75440 0.17860
15 050293 0.36017 41.30710 0.13380
1 6649 0.31300 40.94080 0.15160
4 04D3fk 0.35842 41.35970 0.14420
5 2006bt 0.03121 35.84200 0.14430
150 ASASSN-17bs 0.02056 34.67880 0.16950
15 050005 0.52859 42.19660 0.13780
10 1289555 0.56181 42.41220 0.15210
150 ATLAS16cxr 0.01542 34.43340 0.21160
1 17215 0.18092 39.69950 0.14940
15 160039 0.27094 40.61850 0.11570
150 SN2016ajf 0.02134 34.87640 0.21510
51 2011df 0.01493 33.94340 0.18880
1 5717 0.25051 40.64720 0.14190
150 ASASSN-15pr 0.03264 36.02730 0.13380
15 151034 0.13281 38.90980 0.08130
5 2005W 0.00838 32.94720 0.25850
15 520077 0.25019 40.71900 0.12210
15 360112 0.18086 39.73270 0.11210
1 13135 0.10361 38.44060 0.08810
51 2013ex 0.01133 33.52070 0.19380
5 2006ob 0.05824 37.08510 0.09540
15 350078 0.30089 41.30760 0.19900
150 AT2017ns 0.02849 35.31980 0.24590
15 170428 0.30020 41.09370 0.12140
64 2006cz 0.04289 36.00820 0.18740
1 19027 0.29123 40.51420 0.17020
10 1316465 0.32907 41.18840 0.10400
150 PS15cms 0.06627 37.47980 0.14190
5 2006ev 0.02810 35.76450 0.14720
4 03D1co 0.67773 43.32640 0.21700
4 03D3cd 0.46135 41.96110 0.15630
50 2005df_ANU 0.00407 31.48870 0.45700
4 04D2iu 0.70192 43.02560 0.30350
64 2006bq 0.02271 34.98170 0.13720
15 150254 0.27516 40.65100 0.16210
4 05D4ej 0.58330 42.90100 0.13230
57 2002he 0.02517 35.22220 0.10650
4 04D2gb 0.45162 41.69900 0.14740
10 1335472 0.50593 42.20220 0.11400
1 13072 0.22928 40.29940 0.14560
10 1315296 0.41266 41.92000 0.22180
57 2004bg 0.02234 34.89340 0.12360
1 8213 0.18484 39.71180 0.18700
106 rutledge 1.61505 45.29260 0.19910
150 ASASSN-15lu 0.03635 36.12750 0.12430
66 2009le 0.01784 34.35330 0.15200
10 1285317 0.56437 42.51580 0.15190
5 2008bc 0.01546 34.09440 0.14970
65 2008at 0.03505 35.93130 0.20960
57 2000cw 0.02949 35.71310 0.15350
56 2011by 0.00342 32.03390 0.54310
1 2330 0.21195 40.53160 0.22850
1 15466 0.24444 40.25330 0.16340
1 16211 0.30949 41.06080 0.22260
1 19604 0.29461 41.20920 0.24590
1 7143 0.30365 41.12020 0.14420
1 13025 0.22299 40.39380 0.20200
1 14108 0.13258 39.31140 0.11480
15 520016 0.45106 42.05340 0.13830
1 13411 0.16190 39.50360 0.17720
15 050296 0.35099 41.37690 0.11090
57 2006ac 0.02432 35.10020 0.11800
4 05D1cc 0.56283 42.53670 0.16340
150 ASASSN-15hg 0.03143 35.76560 0.13100
15 350027 0.30581 41.06960 0.11240
15 480184 0.33089 41.27760 0.16550
1 18804 0.19741 39.78960 0.09410
150 SN2016esh 0.04583 36.27770 0.12470
51 2007F 0.02417 35.05740 0.14100
57 2002cr 0.00954 33.34280 0.20500
57 2005cf 0.00727 32.41410 0.26840
1 19023 0.24191 40.38270 0.15320
4 05D1kl 0.55882 42.83340 0.25530
4 04D2mh 0.59179 42.55060 0.17970
15 460105 0.21084 40.08890 0.10770
57 2004as 0.03296 35.84510 0.14530
15 360140 0.23092 40.42190 0.11870
5 2006fw 0.08282 37.91720 0.10780
18 2017hoq 0.02303 35.08410 0.12870
15 090275 0.13955 39.14980 0.09430
15 420087 0.24860 40.59730 0.10260
61 1995al_v2 0.00690 32.46910 0.28810
61 1996C 0.02913 35.62930 0.16800
106 Primo 1.54901 45.42960 0.17150
15 160070 0.35909 41.56680 0.11800
1 6933 0.21179 39.96050 0.13870
10 1337649 0.26162 40.54300 0.14060
15 180313 0.51016 42.20740 0.10190
64 2006cq 0.04944 36.69200 0.11670
1 15222 0.19817 39.84430 0.13260
1 19002 0.27021 40.58920 0.11990
56 2013Q 0.01647 34.07080 0.27460
15 550154 0.21015 40.27560 0.10290
4 06D3en 1.06085 43.93020 0.18710
50 2006dd 0.00616 31.29780 0.31440
64 2008L 0.01755 34.34930 0.14840
56 2013fy 0.03079 35.45840 0.23170
64 2005mc 0.02626 35.44110 0.18930
1 18768 0.19688 40.08760 0.14490
15 050203 0.57619 42.61510 0.14590
15 130308 0.08245 37.95500 0.15400
1 15901 0.20382 39.99550 0.12890
15 580276 0.33848 41.23760 0.13980
15 350050 0.40483 41.46010 0.14270
1 1119 0.29647 41.06760 0.26890
150 ASASSN-16ip 0.01678 34.29660 0.16380
15 580312 0.40293 41.74010 0.19590
10 1262715 0.68935 42.97130 0.10890
150 PS17bii 0.07446 37.55520 0.13380
150 PS16em 0.07083 37.59840 0.30030
15 560150 0.19970 40.01900 0.11860
65 2007ux 0.03264 35.77960 0.17210
1 5994 0.18590 39.81290 0.12620
150 SN2017ms 0.02591 35.24670 0.13090
1 6249 0.29365 40.90710 0.15280
150 PS16fa 0.04760 36.72320 0.10840
1 13689 0.25043 40.51600 0.12440
15 360145 0.19877 40.01290 0.14730
1 19990 0.24896 40.51270 0.13530
1 19149 0.21037 39.53820 0.14620
51 2013dy 0.00432 31.57620 0.45650
1 5737 0.39170 41.51790 0.21810
4 05D3mh 0.67072 43.15640 0.18610
4 06D2ga 0.84208 43.57670 0.23480
1 13044 0.12472 38.86280 0.08800
15 190340 0.13840 39.14100 0.08380
57 2002er 0.00906 32.87140 0.26080
15 150457 0.30352 41.04620 0.09810
4 05D2nt 0.75899 43.35730 0.16150
150 ASASSN-15od 0.01698 34.46300 0.15350
63 2004L 0.03373 35.93520 0.17450
1 2422 0.26363 40.69680 0.14020
150 ATLAS17ajn 0.02978 35.62360 0.12760
51 2009D 0.02453 35.18000 0.14320
57 1998es 0.00966 33.03010 0.25480
150 ATLAS17ajs 0.03451 36.11370 0.23880
4 04D4gg 0.42247 41.77800 0.15730
15 100405 0.10294 38.30900 0.12820
1 8046 0.25772 40.67550 0.16620
4 03D3bl 0.35591 41.48650 0.19990
150 ASASSN-16av 0.02773 35.48480 0.18760
15 310146 0.47941 41.99530 0.13180
10 1283936 0.36857 41.60040 0.21830
1 18740 0.15336 39.19890 0.11490
15 510638 0.27020 40.76410 0.10390
4 05D4cn 0.76110 43.28440 0.16120
10 1290816 0.21845 40.35940 0.12780
4 04D4id 0.76709 43.66350 0.17330
64 2006kf 0.01947 34.88900 0.13560
150 ASASSN-16fs 0.02944 35.39800 0.12060
15 590002 0.20128 39.98370 0.09560
5 2012ht 0.00465 32.14210 0.40090
51 2008Y 0.07056 37.40380 0.15640
1 15461 0.18493 39.71030 0.09330
64 2006ax 0.01747 34.43320 0.13360
15 470043 0.07090 37.84630 0.14750
4 04D4in 0.51437 42.33890 0.13400
56 2011B 0.00543 31.76220 0.35560
1 15287 0.23639 40.46690 0.11420
1 16213 0.24871 40.46720 0.13880
10 1338170 0.38672 41.51300 0.17670
10 1299643 0.37676 41.54230 0.10250
4 05D3kt 0.64870 42.84110 0.20110
64 2006td 0.01450 34.27410 0.22780
50 1980N 0.00502 31.36060 0.37490
1 19207 0.25731 40.63890 0.18100
4 06D4cq 0.40949 41.79260 0.11890
10 1262214 0.68936 43.16950 0.19160
1 15421 0.18459 39.88830 0.10070
1 17223 0.23395 40.22280 0.19490
15 560152 0.24862 40.48550 0.15300
150 ASASSN-15lg 0.02044 34.77690 0.14510
56 2013gh 0.00838 32.80770 0.32710
10 1248677 0.35015 41.30770 0.08760
4 05D2le 0.70192 43.14440 0.17400
61 1994ae 0.00588 32.29340 0.32040
10 1292336 0.23367 40.32310 0.15730
10 1335717 0.30476 41.17760 0.14990
1 14212 0.20320 40.05470 0.10510
4 05D3cf 0.41965 41.91980 0.15960
4 05D4ag 0.63824 42.76500 0.23430
1 19174 0.16375 39.36760 0.14350
4 05D4fo 0.37153 41.54690 0.11320
10 1319821 0.30878 41.11930 0.10340
10 1346137 0.36325 41.49440 0.14300
56 2014bv 0.00643 32.50840 0.32750
4 03D1ax 0.49579 42.19280 0.10700
10 1261579 0.32223 41.00510 0.08870
62 1997br 0.00665 31.82090 0.35730
57 2001br 0.02090 34.91970 0.20030
64 2006ac 0.02432 35.07130 0.12690
50 1994D 0.00299 30.83200 0.61420
18 2017cbv 0.00331 30.59840 0.55520
10 1314897 0.33671 41.16600 0.11870
1 14871 0.11861 38.80590 0.11400
65 2007A 0.01682 34.63790 0.17500
1 19341 0.23556 40.31000 0.15630
1 19775 0.13700 39.08800 0.15810
150 PSNJ2043531 0.01492 34.30040 0.24290
4 05D4bi 0.77309 43.46590 0.19860
1 12972 0.25669 40.59630 0.16910
100 Frodo 0.73432 43.04860 0.17180
56 2009Y 0.00996 32.74570 0.26840
10 1279500 0.23481 40.40820 0.10450
15 360156 0.04656 36.64670 0.13910
1 13152 0.20231 39.71510 0.15350
50 1992ag 0.02585 34.86470 0.21140
4 04D3ez 0.26360 40.52420 0.11710
4 04D3dd 1.00285 44.24470 0.23090
56 2011im 0.01549 34.37760 0.22780
15 510251 0.24020 40.50990 0.15340
66 2009nq 0.01575 34.25410 0.19780
15 590005 0.17124 39.66490 0.13410
150 SN2016glz 0.04077 36.09350 0.14430
15 490007 0.05541 36.98280 0.13220
100 Borg 1.34101 44.87140 0.20030
10 1334423 0.35800 41.48310 0.13890
150 ASASSN-16hz 0.02466 34.94170 0.20710
51 2011by 0.00342 31.90650 0.53900
18 2016hpw 0.02034 34.91960 0.16350
15 470008 0.23950 40.03260 0.10350
10 1330426 0.25952 40.56930 0.09960
64 2005hc 0.04575 36.57780 0.12000
1 20111 0.24280 40.49530 0.16130
57 2005na 0.02759 35.21300 0.11600
1 5549 0.12014 38.70120 0.14040
56 2013hn 0.01591 34.18280 0.18960
106 stone 1.80119 45.63570 0.17100
4 04D2mj 0.51469 42.39040 0.25530
1 2533 0.33891 41.11780 0.17610
1 15213 0.30642 41.04250 0.12110
65 2008ar 0.02849 35.46750 0.11980
56 2009ig 0.00815 32.48660 0.29240
15 020090 0.41004 41.80990 0.19820
62 1999dq 0.01276 33.56280 0.17990
150 SN2016hhv 0.06121 37.25570 0.12120
150 PS15bbn 0.03624 36.28800 0.12690
5 2008hj 0.03682 36.03520 0.10640
56 2011ao 0.01195 33.60920 0.20450
10 1346956 0.33350 41.16090 0.11680
1 16165 0.15613 39.33520 0.11810
5 2005ku 0.04439 36.40310 0.16940
1 7779 0.37991 41.35490 0.15500
1 7512 0.21846 40.24080 0.16440
1 15171 0.13826 39.04050 0.11290
150 AT2017zd 0.02969 35.38130 0.12780
10 1320166 0.44891 42.11380 0.14380
4 04D1hy 0.84858 43.58760 0.17750
150 CSS160129 0.06844 37.35500 0.12400
100 Thoth 1.30410 44.82920 0.22080
10 1316431 0.19828 40.01060 0.09760
63 2002ha 0.01266 33.82860 0.17040
15 550137 0.41939 41.57290 0.15740
64 2005na 0.02759 35.26040 0.12750
150 SN2016gmb 0.05830 37.07040 0.12600
56 2006ej 0.02023 34.60940 0.19870
57 2021hpr 0.01044 33.20220 0.23530
150 ASASSN-15bc 0.03753 36.06850 0.17260
15 040782 0.33751 41.13050 0.19660
66 2010ai 0.01826 35.10390 0.14030
1 17497 0.14404 39.17370 0.12230
5 2012fr 0.00502 31.26890 0.37360
57 2000cn 0.02303 35.10460 0.18010
100 Mcguire 1.35608 44.93110 0.16000
15 340334 0.30681 41.28650 0.16530
4 05D2bv 0.47565 42.05170 0.11840
15 510578 0.37023 41.50200 0.11060
15 370566 0.07167 37.53970 0.13850
5 2005ag 0.08009 37.77120 0.08470
4 05D1az 0.84059 43.48040 0.18380
5 2007ca 0.01442 34.26760 0.25840
64 2005el 0.01496 34.02880 0.15570
10 1305504 0.49566 42.26750 0.08230
10 1338233 0.60155 42.87970 0.27250
5 2007on 0.00502 31.76190 0.37520
51 2008eo 0.01565 34.42570 0.17230
56 2009cz 0.02348 34.96690 0.17470
150 AT2016hns 0.03740 36.08990 0.10810
10 1249851 0.21507 40.01210 0.28800
15 000010 0.24585 40.55510 0.11570
15 510113 0.29097 40.77790 0.13620
10 1306073 0.32868 41.22520 0.09550
4 04D4an 0.61127 43.01330 0.16850
1 13655 0.25116 40.69870 0.18540
66 2009ig 0.00815 32.79860 0.24880
10 1334879 0.63934 42.89770 0.14800
150 ASASSN-15uw 0.03076 35.73570 0.14140
150 PS15aii 0.04777 36.71410 0.09850
1 19596 0.29145 40.83890 0.17630
10 1338387 0.58390 42.53460 0.13920
5 2005M 0.02598 35.21200 0.13280
51 2010ii 0.02818 35.23170 0.12250
4 06D4ba 0.69818 43.07210 0.23120
65 2008hj 0.03682 36.00420 0.12730
10 1330903 0.56437 42.60730 0.19310
4 04D2gc 0.52271 42.45950 0.18970
1 15354 0.22083 40.13870 0.19170
15 110542 0.42703 41.95780 0.13760
66 2010ag 0.03324 35.93800 0.13330
4 05D3jq 0.57967 42.49610 0.16740
150 PS16el 0.04940 36.58460 0.12180
65 2008C 0.01737 34.37500 0.17610
50 2001bt 0.01252 33.85220 0.21610
51 2009eu 0.03052 36.03100 0.19180
15 350548 0.18082 39.76320 0.09140
56 2007af 0.00625 32.11180 0.32070
56 iPTF13dge 0.01662 34.38530 0.17380
57 2005eu 0.03516 35.91230 0.10370
10 1338128 0.31179 41.17130 0.12910
150 AT2016gmg 0.04865 36.73430 0.12430
4 05D3cx 0.80575 43.32470 0.15970
1 20227 0.27585 40.74270 0.15350
10 1306785 0.57542 42.30890 0.32070
63 2002dp 0.01061 33.48630 0.22060
150 ASASSN-15sf 0.02432 35.35180 0.13190
1 15776 0.31593 40.97350 0.15580
10 1333246 0.43783 42.01120 0.23760
18 2018jjd 0.02521 35.09470 0.12480
150 PS15bif 0.07845 37.67800 0.10530
1 20687 0.19042 39.74830 0.20550
15 520071 0.41161 41.93870 0.10140
50 2001cz 0.01211 33.97760 0.21860
150 PSNJ0252467 0.02816 35.43800 0.13100
10 1300516 0.31052 40.76370 0.20920
150 ASASSN-16ct 0.04306 36.35590 0.14150
15 580300 0.24085 40.52460 0.11480
4 05D1er 0.85857 43.59980 0.21190
10 1302141 0.60876 42.54620 0.24980
10 1289600 0.41960 42.00320 0.14520
57 2007ca 0.01442 34.43440 0.24590
10 1276528 0.24630 40.37400 0.19640
57 2007O 0.03846 36.00430 0.10430
57 2007au 0.01963 34.77830 0.23240
1 15259 0.21066 39.95390 0.15000
150 AT2017oz 0.05614 36.93230 0.13140
150 PS16dnp 0.05023 36.95970 0.11380
50 1998aq 0.00342 31.61620 0.53660
150 PSNJ0107203 0.01682 34.08280 0.15370
4 05D2he 0.60981 42.79250 0.21470
1 14421 0.17417 39.67550 0.09490
10 1307277 0.41123 41.78890 0.21700
65 2009do 0.04099 36.16390 0.10060
150 2018gv 0.00613 32.02590 0.30910
15 500511 0.33498 41.14570 0.12030
1 19794 0.29580 41.04860 0.23370
150 ASASSN-15uu 0.02632 35.15050 0.23870
1 16482 0.20948 39.92450 0.18320
50 1992bh 0.04440 36.66060 0.15470
4 04D1de 0.76666 43.53410 0.16900
10 1301933 0.32968 41.22390 0.07680
51 2013gh 0.00838 32.63230 0.31300
1 19101 0.18580 39.65220 0.17280
56 PTF10icb 0.00993 33.59190 0.25570
15 050251 0.38781 41.75410 0.19620
1 6780 0.20279 39.91130 0.13200
4 04D1pd 0.94852 43.77440 0.16680
10 1250017 0.18231 39.80580 0.10560
5 2008R 0.01234 33.92400 0.18260
1 20625 0.10707 38.56990 0.10390
150 PS15bjg 0.06786 37.60340 0.12700
5 2009aa 0.02819 35.42470 0.11500
4 05D4dt 0.40550 41.89400 0.09310
1 12855 0.17076 39.47720 0.18540
4 05D1ee 0.55782 42.54570 0.13710
15 020027 0.11001 38.69630 0.12400
15 370098 0.22132 40.16990 0.09820
51 2013bs 0.02846 35.52020 0.11690
4 06D4ce 0.84800 43.61070 0.20510
4 05D3ht 0.90179 43.83860 0.18280
15 510457 0.50306 42.26290 0.23020
4 05D2eb 0.53572 42.32440 0.14740
1 20345 0.26370 40.43590 0.13250
57 2001cp 0.02177 35.05780 0.15020
150 ASASSN-15mf 0.02695 35.23840 0.12140
1 18697 0.10661 38.36950 0.13470
15 380318 0.33818 41.26770 0.14420
10 1302523 0.42399 41.84750 0.08800
15 430004 0.23162 40.31690 0.15720
15 500301 0.32560 41.39080 0.16490
5 2008ar 0.02849 35.39570 0.11680
51 2012cg 0.00256 30.83600 0.73260
1 9045 0.38938 41.63880 0.20060
100 Sasquatch 1.39103 44.91370 0.25480
15 390627 0.16061 39.54480 0.09920
5 2005mc 0.02626 35.38440 0.18140
1 13099 0.26463 40.74590 0.18590
57 2007fr 0.04859 37.03800 0.11260
15 500038 0.10794 38.52370 0.13090
65 2007hu 0.03551 36.10110 0.24140
51 2008eq 0.05728 37.16260 0.14910
4 05D2mp 0.35519 41.58230 0.15010
1 13070 0.19733 39.90490 0.09600
1 9032 0.25260 40.45390 0.19710
63 2003ch 0.02930 35.70470 0.11320
1 14397 0.38503 41.55960 0.16590
150 ASASSN-17co 0.01826 34.31280 0.18770
1 5550 0.15511 39.28580 0.11380
4 04D4jr 0.46842 42.08670 0.13090
65 2009an 0.01047 33.34370 0.20440
15 020176 0.26062 40.62930 0.11850
150 CSS160428 0.03148 35.82660 0.10950
65 2009bv 0.03848 36.38130 0.10070
10 1287626 0.30404 40.85050 0.13840
15 350083 0.36790 41.38320 0.11540
15 080723 0.43020 41.95500 0.11160
5 2006ot 0.05202 36.97420 0.13690
15 370329 0.47786 42.36080 0.15570
57 2007le 0.00630 32.19660 0.36560
18 ASASSN-18iu 0.02207 34.99420 0.12390
10 1315192 0.22726 40.22280 0.13710
10 1337117 0.55384 42.20590 0.12400
1 12856 0.17042 39.57190 0.09190
4 05D4ev 0.72015 43.27370 0.16590
10 1340454 0.41995 41.57500 0.19180
57 2002dj 0.00937 32.99560 0.21490
1 15508 0.13372 38.94790 0.11130
56 2013gs 0.01776 34.33840 0.21210
56 2013cs 0.00935 32.43960 0.27410
15 030066 0.22542 40.28110 0.11750
4 04D4hf 0.93391 43.76580 0.27730
1 15453 0.17384 39.81900 0.13540
5 2007hx 0.07875 38.19180 0.12180
1 762 0.19025 39.97540 0.11250
4 05D3kx 0.21959 40.17510 0.08690
15 460003 0.15084 39.29570 0.09070
10 1333438 0.39944 41.84350 0.19290
1 16259 0.11792 38.70770 0.14840
15 310574 0.23662 40.38400 0.10780
5 2007A 0.01682 34.55720 0.18470
1 18323 0.15291 39.42290 0.12380
5 2008bf 0.02482 35.16440 0.10670
1 4046 0.27557 40.67680 0.17770
106 washington 1.32910 44.98060 0.15810
15 310039 0.17169 39.57020 0.14830
5 2005hc 0.04575 36.62140 0.10410
101 SCP05D6 1.31317 44.90210 0.20770
64 2005ms 0.02669 35.41820 0.12330
57 1999gp 0.02691 35.39360 0.14220
65 2008cf 0.04682 36.59950 0.12450
5 2007jd 0.07222 37.70830 0.13050
