IDSURVEY CID z MU MUERR
1 19033 0.39660 41.86110 0.24280
4 05D4ff 0.40050 41.60650 0.10750
4 03D1bp 0.34602 41.44720 0.09310
150 ASASSN-16ad 0.01529 34.15390 0.18770
65 2007sw 0.02510 35.03330 0.20290
50 1997bq_JB 0.01091 33.18000 0.21940
63 2002G 0.03731 36.03650 0.20000
63 2002cr 0.00954 33.35770 0.20990
15 310238 0.28405 40.69790 0.10770
10 1303279 0.17270 39.39070 0.10270
15 440509 0.31901 41.02080 0.11470
1 7473 0.21472 40.17740 0.12730
15 350235 0.26393 40.68280 0.11500
10 1292560 0.22493 40.23540 0.10120
1 6137 0.29893 40.98300 0.18290
62 2000cf 0.03707 36.15620 0.11390
150 ASASSN-17at 0.02713 35.37540 0.12360
64 2006mo 0.03702 36.18250 0.11850
15 110478 0.26460 40.63980 0.13780
56 iPTF13ebh 0.01114 33.83740 0.22930
15 050201 0.55021 42.44880 0.13730
10 1334645 0.24711 40.32080 0.09180
57 2006gr 0.03428 36.01440 0.14050
5 2007jg 0.03756 36.30650 0.11730
10 1317286 0.28207 40.72240 0.10080
150 MASTERJ0134 0.04369 36.38050 0.12230
4 04D4bq 0.54834 42.12840 0.23750
65 2008gl 0.03266 35.77420 0.10690
1 2789 0.28901 40.80650 0.16650
15 000190 0.10221 38.52980 0.12840
57 2007qe 0.02357 35.14950 0.14100
15 330083 0.22385 40.14150 0.11970
150 Gaia16acv 0.07859 37.95440 0.09680
4 05D2bw 0.92217 43.63230 0.20600
1 14261 0.28446 40.60750 0.14690
150 SN2017ciy 0.03834 36.62580 0.15590
65 2008051 0.03873 36.13330 0.11120
150 2016afk 0.04738 36.67540 0.15510
4 04D1rh 0.43494 41.89600 0.12810
4 04D4ii 0.86399 43.59700 0.16810
51 2016fbk 0.03576 36.06240 0.14860
5 2004gu 0.04664 36.57460 0.13560
1 15383 0.31506 41.07750 0.16710
1 17208 0.13884 39.37880 0.10450
50 1992G 0.00692 32.55450 0.30000
1 6108 0.25813 40.56800 0.18030
10 1329166 0.73161 43.29890 0.14840
4 05D3dh 0.80076 43.03110 0.23210
62 1998eg 0.02403 35.19330 0.13700
10 1295305 0.61177 42.81010 0.11130
15 000420 0.31144 41.13290 0.09890
57 1998ef 0.01728 33.94610 0.16030
10 1336453 0.18506 39.86800 0.10210
51 2009kq 0.01259 33.69440 0.17740
106 carter 1.54290 45.23150 0.29260
10 1336009 0.34169 41.35470 0.19670
4 06D3cc 0.68372 43.26880 0.28860
1 1794 0.14082 39.26380 0.13230
64 2006bt 0.03121 35.89350 0.13990
50 1992bg 0.03515 35.98230 0.14310
5 2006ax 0.01747 34.42110 0.13010
57 2005eq 0.02811 35.59870 0.11240
15 120044 0.48164 42.42690 0.14430
50 1981D 0.00616 31.01870 0.35970
5 2017cbv 0.00331 30.47470 0.55420
1 14456 0.32804 41.03360 0.14330
1 16021 0.12357 38.72510 0.11330
50 1990N 0.00359 31.81150 0.52040
4 04D1kj 0.58382 42.58170 0.14330
65 2009D 0.02453 35.06000 0.11690
1 6699 0.30922 41.10370 0.18000
50 2008fv 0.01091 33.45900 0.22200
4 06D2fb 0.12566 38.83000 0.10690
4 04D4ib 0.69718 43.08200 0.13640
1 3451 0.24846 40.28780 0.12890
1 7876 0.07520 37.58740 0.12140
15 420196 0.29853 41.38930 0.13780
10 1310395 0.28907 40.83700 0.16880
62 1998ab 0.02891 35.05870 0.15070
1 14157 0.21095 39.87880 0.11180
4 04D3ml 0.95082 43.99480 0.17660
150 ASASSN-15uv 0.02153 34.75890 0.24790
1 17340 0.25637 40.44810 0.15070
56 2008hv 0.01375 33.91040 0.18590
10 1336480 0.25616 40.77070 0.12910
1 7147 0.10908 38.50700 0.09380
150 ATLAS16dqf 0.02034 34.69690 0.24340
1 20064 0.10374 38.31610 0.13470
1 15433 0.21950 40.20260 0.11460
10 1338430 0.51726 42.21330 0.13190
150 ASASSN-17eb 0.05044 36.58160 0.13590
15 330089 0.34881 41.49270 0.15370
4 04D1qd 0.76566 43.35300 0.14590
50 1990O 0.03088 35.58790 0.11380
51 2007jg 0.03756 36.42740 0.10930
1 8719 0.11650 38.65040 0.11050
1 19008 0.21768 40.10190 0.16200
100 Ferguson 1.02088 44.08340 0.33100
10 1325358 0.77929 43.14140 0.25380
1 3199 0.24972 40.72560 0.16620
10 1346966 0.33510 41.14990 0.10850
5 2007ai 0.03260 35.88930 0.17810
15 000174 0.24511 40.45850 0.14620
15 110425 0.38092 41.56920 0.14150
15 510550 0.24122 40.45750 0.08970
100 Gabi 1.12092 44.55130 0.14700
4 03D4dy 0.60827 42.70020 0.15040
4 05D3gp 0.58067 42.68130 0.18030
1 13038 0.10287 38.51600 0.12570
150 Gaia16agf 0.02509 35.32640 0.17840
57 2005de 0.01519 34.27150 0.18230
4 03D4di 0.89695 43.66290 0.20330
63 2003kf 0.00809 32.68710 0.25210
50 2001V 0.01549 33.91760 0.14560
101 SCP06K0 1.41633 44.57960 0.50780
15 560027 0.43891 41.78860 0.19720
5 2005na 0.02759 35.21230 0.11350
150 SN2016ayg 0.04349 36.53170 0.11230
4 04D3mk 0.81376 43.56050 0.17020
10 1337838 0.31203 41.07970 0.10440
65 2007ss 0.01652 34.53790 0.20980
1 13610 0.29692 40.72580 0.14640
15 050291 0.32548 41.34780 0.13260
1 2992 0.12623 38.58820 0.21210
57 2000dr 0.01790 34.41350 0.20810
64 2006te 0.03290 35.83650 0.10620
4 03D4at 0.63225 42.95610 0.22680
4 04D4bk 0.87798 43.71890 0.17660
1 5350 0.17438 39.57090 0.12790
15 160197 0.35372 41.48720 0.13030
63 2002bf 0.02525 35.06020 0.16640
15 120585 0.24909 40.43640 0.10990
57 2004bk 0.02352 34.95250 0.13860
64 2008bf 0.02482 35.00340 0.11300
57 2000dm 0.01484 34.10540 0.18170
56 2013E 0.01030 32.88050 0.23100
150 ASASSN-16dn 0.01411 33.94090 0.16370
4 06D4co 0.43546 41.69680 0.09300
150 AT2017lm 0.03031 35.66120 0.14690
1 13934 0.32941 41.45110 0.22730
4 06D3dt 0.28266 40.87010 0.20160
4 03D4gg 0.59029 42.60910 0.17620
15 350316 0.07991 37.72820 0.10640
56 2007cv 0.01457 33.78740 0.20520
50 1993O 0.05194 36.88440 0.13490
1 7243 0.20334 40.00420 0.16240
4 05D3lb 0.64770 42.92460 0.19430
15 110721 0.57831 42.57070 0.17760
1 16281 0.18522 39.64100 0.12000
15 420407 0.24523 40.61250 0.12530
5 2009al 0.02342 35.11390 0.14620
10 1343759 0.50615 42.22870 0.10400
150 SN2016grz 0.08704 37.95460 0.15090
4 04D2ja 0.74196 43.57990 0.21120
15 010026 0.03236 35.81060 0.13440
4 06D2cd 0.93219 43.88320 0.26250
10 1331993 0.71968 43.28320 0.14710
15 190230 0.13880 39.17300 0.08830
4 04D4ju 0.47042 42.31690 0.26420
10 1290779 0.38949 41.67290 0.12500
65 2008bz 0.06099 37.31320 0.12380
4 04D2cf 0.37052 41.49190 0.12740
4 05D3dd 0.48064 42.11810 0.09800
1 21062 0.13745 39.43500 0.16630
10 1303496 0.17975 39.72860 0.13240
1 14481 0.24220 40.65230 0.15510
1 15425 0.15948 39.17550 0.10310
1 5533 0.21898 40.19320 0.16660
56 2011fs 0.01871 34.58930 0.20890
56 2012ht 0.00465 32.04060 0.41230
51 2007bd 0.03120 35.60440 0.12050
56 2013fn 0.02742 35.39880 0.20080
51 2009al 0.02342 35.09340 0.18070
150 ASASSN-15il 0.02295 34.93980 0.13700
1 18835 0.12278 38.77190 0.10280
4 04D1ff 0.85858 43.32550 0.18620
10 1297026 0.25865 40.63380 0.09980
4 05D4cs 0.78807 43.41220 0.14770
15 560054 0.47988 42.02250 0.17010
64 2006S 0.03393 36.02250 0.12010
10 1336008 0.43760 41.75230 0.11270
15 330022 0.26397 40.42750 0.14190
1 14735 0.29947 40.77830 0.13740
1 17884 0.23789 40.32840 0.12170
57 1998dh 0.00817 32.82130 0.25850
4 04D4jw 0.95888 44.03560 0.19740
10 1266657 0.32118 41.32030 0.18210
5 2008gl 0.03266 35.74960 0.10040
4 05D2fq 0.73495 43.36220 0.15520
15 500004 0.25063 40.42510 0.13000
1 14331 0.21990 40.32360 0.16720
10 1339002 0.30304 40.94610 0.18260
4 04D2fp 0.41657 41.84220 0.10300
15 350630 0.30538 41.02940 0.09090
15 440050 0.28557 40.82730 0.12890
4 05D3la 0.93681 43.73300 0.16590
10 1296321 0.18458 40.08760 0.16450
4 05D2ay 0.92218 43.67880 0.23180
15 110484 0.51095 42.15330 0.17490
1 20764 0.16495 39.42150 0.10430
1 17168 0.18389 39.84160 0.14100
62 1999aa 0.01592 34.24290 0.14130
15 120336 0.16122 39.42050 0.16780
1 19953 0.12207 38.69430 0.10260
1 16106 0.24983 40.36840 0.14490
150 PS16axi 0.04089 36.24510 0.11350
1 19913 0.20569 40.09170 0.11450
57 2008bf 0.02482 35.22140 0.11170
5 iPTF13ebh 0.01114 33.73280 0.19630
150 SN2016coj 0.00570 32.02740 0.33590
5 2005hj 0.05708 37.08940 0.11490
15 570025 0.29855 40.77450 0.09210
15 000142 0.43683 42.12800 0.12530
1 17186 0.07875 38.11730 0.15840
1 2308 0.14721 39.20750 0.08410
15 520188 0.28060 40.78980 0.10500
1 2689 0.16053 39.29110 0.15160
57 2004fz 0.01743 33.88430 0.14480
1 1112 0.25620 40.63270 0.19270
15 080646 0.31822 41.13880 0.10420
150 ASASSN-15tg 0.03529 35.98020 0.11370
15 370595 0.18126 39.78650 0.08810
4 06D2ca 0.53271 42.35410 0.20050
4 06D2gb 0.44361 41.90540 0.12690
10 1308582 0.36713 41.33130 0.10250
51 2008gg 0.03114 35.77640 0.14450
150 AT2017cfc 0.02512 35.14730 0.12540
64 2006oa 0.06153 37.18080 0.12330
56 2012cg 0.00256 30.86000 0.74000
15 420159 0.18073 39.62570 0.09110
4 04D1sa 0.58382 42.75590 0.13930
4 04D1jg 0.58301 42.64930 0.11720
57 2008ec 0.01568 34.27460 0.17870
1 18945 0.26869 40.81260 0.16060
15 450082 0.24861 40.55170 0.09520
150 2019np 0.00648 32.55950 0.29400
10 1309749 0.78928 43.31940 0.11730
1 20821 0.19456 40.12850 0.26910
57 2003he 0.02491 35.19420 0.16070
57 2007cq 0.02510 35.10340 0.12000
15 500504 0.19961 39.81040 0.17210
15 560087 0.30652 41.01910 0.12420
15 190209 0.36656 41.35280 0.10660
4 03D4cj 0.26865 40.50520 0.10320
15 380279 0.34939 41.33000 0.11310
57 1999ej 0.01502 34.36420 0.17120
4 05D2dy 0.51169 42.48720 0.13080
150 SN2017cpu 0.05502 36.76130 0.12070
150 PS15mt 0.07193 37.67620 0.12470
15 450339 0.40935 41.82810 0.19220
15 120094 0.45162 42.10620 0.10510
15 040166 0.44013 42.26480 0.31380
4 05D2ob 0.92618 43.94960 0.16960
1 4000 0.27668 40.91290 0.20120
10 1312274 0.42459 41.86410 0.13390
4 05D2ah 0.18615 39.80810 0.12230
65 2007kk 0.04310 36.27940 0.10740
57 1999aa 0.01592 34.27340 0.16570
65 2008050 0.04625 36.38080 0.14800
15 370428 0.17791 39.77530 0.08970
15 350733 0.43160 41.79230 0.12340
4 05D3lr 0.60067 42.70660 0.18960
15 520023 0.26818 40.58910 0.16090
4 05D2dw 0.41857 41.73250 0.13850
15 000236 0.19616 39.85640 0.08600
62 1997bp 0.00864 32.52130 0.29100
150 ASASSN-15fs 0.02917 35.34600 0.12720
15 200132 0.20868 40.21230 0.12570
1 20106 0.33147 41.27280 0.20330
66 2010dt 0.05316 36.95990 0.11880
150 ASASSN-15jt 0.02390 35.04890 0.24920
4 05D1ck 0.61577 42.80370 0.22230
1 20364 0.21742 40.22280 0.19370
57 2004S 0.01042 33.22040 0.21820
1 5588 0.40957 41.78540 0.19810
5 2011iv 0.00668 31.33510 0.28970
50 2000ca 0.02391 35.00460 0.12310
57 2006dm 0.02228 34.91390 0.12180
15 540163 0.32952 41.36090 0.11170
57 2002eb 0.02731 35.36800 0.11410
62 1997dg 0.03405 35.98390 0.12420
4 04D1dc 0.21015 39.98210 0.10010
62 1997do 0.01073 33.21290 0.25030
4 04D3ny 0.81078 43.33800 0.18930
15 310091 0.50725 42.34890 0.12900
4 05D4dw 0.85300 43.52480 0.19230
50 2008fv1 0.01091 33.31080 0.25720
18 2018fop 0.02151 34.69170 0.13470
51 2009an 0.01047 33.45000 0.20870
15 500057 0.38061 41.58720 0.10790
51 2016ffh 0.01865 34.72770 0.17460
150 ASASSN-15kx 0.01720 34.70040 0.14650
1 15583 0.17722 39.66730 0.16610
150 PS16n 0.05309 36.88190 0.11120
64 2006ob 0.05824 37.04300 0.10150
4 05D3lc 0.46164 42.09510 0.09640
50 1999cp 0.00954 33.32760 0.21200
57 2002cu 0.02236 34.88580 0.15070
4 03D4gf 0.57830 42.52330 0.16980
5 2006D 0.00925 33.00420 0.22500
4 04D3cy 0.64371 42.90430 0.21740
1 18965 0.20469 39.97980 0.11320
63 2003W 0.02082 34.73820 0.16860
1 1371 0.11818 38.51770 0.08760
5 2008bq 0.03126 35.81720 0.11890
1 6196 0.27990 40.55190 0.14150
150 AT2016aj 0.06725 37.34690 0.13840
1 13511 0.23664 40.55780 0.13730
15 310090 0.34696 41.53740 0.25440
1 18617 0.32580 41.20170 0.19870
1 12781 0.08309 38.10210 0.13190
1 17875 0.21091 40.33280 0.13720
1 15674 0.19668 40.03980 0.15980
10 1316437 0.47204 42.16070 0.16650
10 1334707 0.64962 42.90230 0.10230
15 310260 0.51885 42.29360 0.14050
1 5183 0.38917 41.58170 0.20610
5 2005kc 0.01442 34.09970 0.20350
150 PS15bsq 0.03371 35.89830 0.10730
15 370333 0.07588 37.75860 0.13370
150 ASASSN-15ti 0.01692 34.57840 0.16410
57 1999dq 0.01276 33.61990 0.18690
150 ATLAS16dpb 0.02215 35.13780 0.19880
64 2004ef 0.03012 35.58830 0.15680
5 2006hx 0.04487 36.56100 0.10800
15 530112 0.31453 41.24630 0.10570
100 Rakke 0.73832 43.23020 0.12480
56 2017cbv 0.00331 30.36640 0.56490
57 2001ah 0.05886 37.25820 0.17660
150 PS16cqa 0.04521 36.80340 0.19650
15 350192 0.30142 40.98160 0.10590
4 05D2bt 0.68190 42.94350 0.14580
15 110536 0.23472 40.32100 0.22400
10 1334470 0.51883 42.32070 0.17070
56 LSQ12gdj 0.02947 35.20340 0.18190
57 2003gt 0.01462 34.01900 0.16470
15 420414 0.29256 40.81010 0.15460
1 6315 0.26583 40.41520 0.12960
1 2635 0.14325 39.13690 0.11570
1 1032 0.12921 38.93650 0.15110
15 520062 0.30818 41.32480 0.09570
1 14437 0.14806 39.12800 0.11000
10 1331123 0.22150 40.32320 0.10690
150 SN2017coa 0.04095 36.51820 0.13590
5 2006kf 0.01947 34.84030 0.13500
4 05D1dx 0.57882 42.53270 0.14750
64 2007ca 0.01442 34.35080 0.25990
150 AT2016gsu 0.07575 37.65770 0.15240
4 05D4ek 0.53435 42.25250 0.15890
1 19282 0.17575 39.60640 0.12140
15 570056 0.29008 40.85010 0.16190
5 2004eo 0.01466 33.97080 0.16460
150 PS15ahs 0.02534 35.31690 0.12560
62 1999gp 0.02691 35.36750 0.12520
4 05D2dt 0.57577 42.69630 0.15100
150 AT2016eoa 0.02106 34.78440 0.15660
4 05D4fg 0.83702 43.58630 0.14760
1 5844 0.30938 41.03100 0.18550
15 100213 0.27509 40.89640 0.16510
10 1283373 0.20751 40.19880 0.10020
150 PSNJ1204051 0.04545 36.57560 0.13280
15 040201 0.27995 40.69220 0.10670
1 21042 0.31072 40.76230 0.18400
150 ASASSN-16ay 0.02938 35.75370 0.19090
10 1291090 0.29193 40.88820 0.11720
15 180166 0.14778 39.28640 0.11680
150 PSNJ0153424 0.02556 35.30670 0.15690
150 ASASSN-15so 0.00857 32.88180 0.23160
5 2009le 0.01784 34.39960 0.16360
4 05D3gv 0.71571 43.10350 0.17040
4 04D4dm 0.80904 43.44550 0.20750
15 100206 0.21650 39.95350 0.09810
150 ASASSN-15nq 0.03023 35.63540 0.10910
1 20142 0.31480 40.67760 0.14150
18 ASASSN-18da 0.02170 34.88870 0.13190
50 1991M 0.00821 33.32590 0.31430
5 2005iq 0.03341 35.96510 0.09590
4 05D4av 0.50739 42.33710 0.19470
64 2005lz 0.04654 36.41690 0.13500
10 1337703 0.53225 42.10210 0.16040
51 2009ig 0.00815 32.85140 0.24280
56 2007cq 0.02510 34.93810 0.19380
1 15365 0.18667 39.85270 0.10180
100 Inanna 1.30611 45.11170 0.28420
62 1998dx 0.05013 36.67800 0.10540
1 15872 0.20562 39.90300 0.12930
1 20430 0.16293 39.56800 0.18310
57 2003hv 0.00557 31.54390 0.33950
1 17811 0.19882 39.95590 0.13360
10 1343208 0.49499 42.20760 0.11160
1 21006 0.29031 40.70310 0.16240
10 1315259 0.22818 40.35120 0.11670
15 440005 0.30548 41.12450 0.15300
50 1992A 0.00502 31.45320 0.37150
150 SN2017hn 0.02557 35.18290 0.12760
150 ASASSN-16db 0.03730 35.99460 0.12620
5 2008cf 0.04682 36.58110 0.09950
150 SN2016glp 0.08410 38.08210 0.14410
1 5635 0.17852 40.05240 0.14940
100 Spock 0.83981 43.32310 0.17220
10 1281668 0.30691 41.08060 0.10170
56 2010ko 0.01133 33.93290 0.23980
1 14298 0.26078 40.66400 0.15720
64 2005am 0.00889 32.44600 0.22820
15 050607 0.43935 41.93570 0.13940
1 10550 0.29933 41.06550 0.27210
10 1292145 0.49244 42.40100 0.22990
10 1338266 0.64852 43.15580 0.19190
15 520041 0.54545 42.69350 0.13860
10 1339149 0.46887 41.89250 0.15380
5 2009ab 0.01130 33.64710 0.19650
1 5736 0.25187 40.52190 0.11540
57 2000dk 0.01730 34.25130 0.16140
1 19051 0.27631 40.75550 0.13150
150 AT2016cor 0.05066 36.97600 0.20390
10 1327978 0.20691 40.05410 0.18750
50 1999dk 0.01364 33.91420 0.19490
1 18927 0.21335 39.99800 0.17630
15 140152 0.20879 40.00340 0.10830
4 05D4bm 0.37053 41.49540 0.10830
10 1306029 0.42903 41.95740 0.16390
66 2009kk 0.01220 33.80300 0.18190
15 520019 0.26323 40.76160 0.11650
15 110430 0.42094 41.83720 0.17320
1 1166 0.38061 41.26710 0.18580
4 04D1pc 0.76865 43.41190 0.15170
1 3377 0.24459 40.19600 0.13790
1 19940 0.14592 39.00500 0.14120
100 Lancaster 1.23597 45.01420 0.18450
15 390449 0.25022 40.50110 0.11610
10 1294014 0.36280 41.36610 0.14170
1 12853 0.16828 39.36000 0.11620
1 15440 0.26141 40.50260 0.15440
150 PS16fbb 0.05106 37.00120 0.11460
1 15868 0.24986 40.48640 0.11440
63 2002hu 0.02981 36.03660 0.10470
1 6100 0.31623 41.22420 0.20750
4 03D4cx 0.94690 43.49610 0.19250
4 04D1hx 0.55882 42.38890 0.23790
15 120143 0.17378 39.47590 0.10510
57 2001ck 0.03616 35.96800 0.15190
150 ASASSN-15mi 0.03585 35.67500 0.13530
57 2005bo 0.01463 33.81940 0.26040
15 000199 0.37153 41.50650 0.08010
50 2001el 0.00343 31.61380 0.54590
150 ASASSN-16fo 0.03036 35.60180 0.11010
57 2001dl 0.02049 35.23520 0.24870
10 1306626 0.42088 41.74270 0.11590
150 SN2017cjv 0.06092 37.15160 0.12010
1 14782 0.17789 39.12850 0.09190
1 20039 0.24572 40.42920 0.16440
15 040150 0.38185 41.68240 0.13820
51 2011dl 0.03403 35.85610 0.20640
150 ASASSN-15pn 0.03909 36.29400 0.14880
150 PSNJ0859349 0.02938 35.60230 0.14830
10 1258940 0.42602 41.86880 0.12090
50 1993H 0.02445 35.28370 0.15200
1 6936 0.17901 39.73660 0.11050
10 1308314 0.40646 41.81910 0.10880
1 12898 0.08282 37.79680 0.18090
10 1302058 0.19782 39.62880 0.11660
57 2002el 0.02849 35.20740 0.11590
64 2007af 0.00625 32.13290 0.31110
1 2943 0.26419 40.58270 0.17740
5 2004ef 0.03012 35.58300 0.13330
4 03D4fd 0.78907 43.49640 0.18490
57 2000dg 0.03697 36.17730 0.19780
64 2006bw 0.03132 35.73730 0.18850
4 05D3jb 0.74573 43.27120 0.13420
56 2013gy 0.01291 33.86950 0.19400
10 1293758 0.14803 39.35440 0.12660
15 580270 0.29587 41.12480 0.11590
4 05D4bf 0.58730 42.72770 0.14450
1 19025 0.40456 41.67520 0.19600
15 570022 0.30152 41.22360 0.14020
1 5751 0.12950 38.92750 0.16840
150 PS16aer 0.05693 37.16140 0.11880
150 ASASSN-16em 0.02390 35.08300 0.18890
64 2005eq 0.02811 35.66620 0.11250
63 2003fa 0.04056 36.18600 0.09590
51 2017erp 0.00676 32.28380 0.29120
10 1335718 0.69932 43.22870 0.09870
50 1997bq_B 0.01091 32.94480 0.27650
10 1289288 0.28995 40.87350 0.17980
1 18809 0.12853 38.88490 0.09410
57 2001ep 0.01272 33.74380 0.19340
63 2001en 0.01502 33.99170 0.18090
10 1275946 0.23205 40.33600 0.10200
57 SNF20071021-000 0.02714 35.42280 0.14740
15 050003 0.42700 41.93640 0.15930
1 21034 0.10774 38.60680 0.12370
51 2018aoz 0.00508 31.83100 0.37070
1 14284 0.18050 39.46540 0.09660
15 510266 0.44067 41.75820 0.10920
15 150509 0.29293 40.87550 0.11980
15 110734 0.40221 41.60260 0.13710
4 04D3nr 0.96081 43.73020 0.19420
150 PS15brr 0.05049 36.66300 0.13210
4 04D4jy 0.92792 44.02750 0.22520
5 2008gg 0.03114 35.64560 0.12430
10 1258906 0.34912 41.41580 0.13170
10 1298893 0.19627 39.96560 0.17700
10 1345553 0.31804 41.19870 0.11280
10 1308568 0.64311 42.45890 0.31210
10 1280217 0.35909 41.30530 0.19290
57 2006D 0.00925 33.00170 0.22780
1 16206 0.15856 39.17280 0.11420
150 AT2016htm 0.04289 36.32460 0.11150
4 05D3ax 0.64371 42.91210 0.22160
10 1330642 0.63399 42.71990 0.10160
10 1339392 0.18145 39.52060 0.16130
